tree_node,pair_age,sp1,sp2,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,chromostome_number_2n,ploidy_level_x,dna_amount_2c_pg,pair
949,5.929610000300215,Trifolium_hybridum,Trifolium_repens,-0.3728292880890063,-0.02785743805990304,0.23145617613647929,0.06145247908719331,0.46291235227295857,0.12290495817438662,-0.14137311195252722,0.033595041027289885,0.09008306418395207,0.09504752011448336,0.30102999566398125,0.3010299956639812,0.23291417576651638,215
1058,31.05389800350021,Acalypha_wilkesiana,Mercurialis_perennis,-0.25155915772601967,-1.8791778295865322,-0.026752158975334783,0.005603877517998512,-0.05350431795067001,0.011207755035997025,-0.2783113167013549,-1.873573952068534,-0.3050634756766898,-1.8679700745505352,NA,NA,NA,3
1056,33.290998003500206,Chrozophora_oblongifolia,Ricinus_communis,-0.5895434339059662,-0.5181024813138055,0.2812216023104286,0.23408320603336796,0.5624432046208572,0.4681664120667359,-0.30832183159553767,-0.28401927528043747,-0.027100229285109023,-0.04993606924706939,NA,NA,NA,57
1098,13.1189600000002,Arabidopsis_thaliana,Neslia_apiculata,0.2143265070741336,0.15852447348540366,0.08034015887582813,0.08357042358405975,0.16068031775165625,0.1671408471681195,0.29466666594996194,0.24209489706946366,0.37500682482579006,0.3256653206535236,NA,NA,NA,19
1096,14.573800000000205,Erysimum_subulatum,Turritis_glabra,-0.40253886670626926,-0.21054946133976782,-0.020880496489123157,-0.055479496724049504,-0.04176099297824587,-0.11095899344809901,-0.42341936319539214,-0.2660289580638174,-0.44429985968451513,-0.3215084547878668,NA,NA,NA,78
1103,11.3967110003002,Helianthemum_ledifolium,Helianthemum_nummularium,-0.16232820526753633,0.07561154181992302,0.03301701761562614,-0.014908597138971524,0.06603403523125229,-0.02981719427794305,-0.12931118765191013,0.06070294468095143,-0.09629417003628393,0.045794347541979974,NA,NA,-0.03778856088939975,96
1101,30.7913940003002,Fumana_procumbens,Helianthemum_salicifolium,0.2276855058255094,-0.15776489907989455,-0.10576712951045653,-0.1254783969590323,-0.21153425902091305,-0.250956793918065,0.12191837631505284,-0.28324329603892706,0.016151246804596342,-0.40872169299795935,NA,NA,NA,87
1167,23.87005650030018,Achnatherum_splendens,Achnatherum_inebrians,0.035715552266534445,0.5543680009900878,-0.21341558207949363,-0.10190606050114881,-0.42683116415898703,-0.20381212100229762,-0.17770002981295896,0.45246194048893884,-0.39111561189245236,0.3505558799877899,NA,NA,NA,5
1165,47.740112000300215,Vetiveria_sp.,Achnatherum_sibiricum,-0.08790210082712324,-0.48197375751407456,0.3483561102583095,0.29711152262813556,0.696712220516619,0.5942230452562711,0.26045400943118646,-0.1848622348859391,0.6088101196894959,0.11224928774219656,NA,NA,NA,228
1219,3.7377200003002145,Phragmites_australis,Molinia_caerulea,1.4400690537919019,0.35739721513906275,-0.46852108295774486,-0.44493657134826115,-0.9370421659154895,-0.8898731426965223,0.9715479708341569,-0.0875393562091987,0.5030268878764121,-0.5324759275574598,0.1249387366082999,0,-0.09691001300805646,150
