source_id,trait,mu,n,sd,source,se
Rhus lancea,adaxial_stomatal_density_mm2,NA,NA,NA,huang_leaf_2019,NA
Schinus molle,abaxial_stomatal_length_um,20.93,NA,NA,huang_leaf_2019,NA
Schinus molle,adaxial_stomatal_length_um,21.73,NA,NA,huang_leaf_2019,NA
Schinus molle,abaxial_stomatal_density_mm2,117.93,NA,NA,huang_leaf_2019,NA
Schinus molle,adaxial_stomatal_density_mm2,108.13,NA,NA,huang_leaf_2019,NA
Stenocarpus sinuatus,abaxial_stomatal_length_um,22.91,NA,NA,huang_leaf_2019,NA
Stenocarpus sinuatus,adaxial_stomatal_length_um,NA,NA,NA,huang_leaf_2019,NA
Stenocarpus sinuatus,abaxial_stomatal_density_mm2,235.41,NA,NA,huang_leaf_2019,NA
Stenocarpus sinuatus,adaxial_stomatal_density_mm2,NA,NA,NA,huang_leaf_2019,NA
Syagrus romanzoffiana,abaxial_stomatal_length_um,25.72,NA,NA,huang_leaf_2019,NA
Syagrus romanzoffiana,adaxial_stomatal_length_um,20.72,NA,NA,huang_leaf_2019,NA
Syagrus romanzoffiana,abaxial_stomatal_density_mm2,54.92,NA,NA,huang_leaf_2019,NA
Syagrus romanzoffiana,adaxial_stomatal_density_mm2,54.92,NA,NA,huang_leaf_2019,NA
Triadica sebifera,abaxial_stomatal_length_um,19.71,NA,NA,huang_leaf_2019,NA
Triadica sebifera,adaxial_stomatal_length_um,NA,NA,NA,huang_leaf_2019,NA
Triadica sebifera,abaxial_stomatal_density_mm2,181.6,NA,NA,huang_leaf_2019,NA
Triadica sebifera,adaxial_stomatal_density_mm2,NA,NA,NA,huang_leaf_2019,NA
Ulmus parvifolia,abaxial_stomatal_length_um,27.52,NA,NA,huang_leaf_2019,NA
Ulmus parvifolia,adaxial_stomatal_length_um,NA,NA,NA,huang_leaf_2019,NA
Ulmus parvifolia,abaxial_stomatal_density_mm2,408.39,NA,NA,huang_leaf_2019,NA
Ulmus parvifolia,adaxial_stomatal_density_mm2,NA,NA,NA,huang_leaf_2019,NA
Washingtonia robusta,abaxial_stomatal_length_um,12.78,NA,NA,huang_leaf_2019,NA
Washingtonia robusta,adaxial_stomatal_length_um,12.67,NA,NA,huang_leaf_2019,NA
Washingtonia robusta,abaxial_stomatal_density_mm2,301.14,NA,NA,huang_leaf_2019,NA
Washingtonia robusta,adaxial_stomatal_density_mm2,311.46,NA,NA,huang_leaf_2019,NA
Zelkova serrata,abaxial_stomatal_length_um,23.37,NA,NA,huang_leaf_2019,NA
Zelkova serrata,adaxial_stomatal_length_um,NA,NA,NA,huang_leaf_2019,NA
Zelkova serrata,abaxial_stomatal_density_mm2,262.12,NA,NA,huang_leaf_2019,NA
Zelkova serrata,adaxial_stomatal_density_mm2,NA,NA,NA,huang_leaf_2019,NA
Solanum laciniatum,abaxial_stomatal_density_mm2,221,NA,NA,juhasz_comparative_1968,NA
Solanum laciniatum,adaxial_stomatal_density_mm2,43,NA,NA,juhasz_comparative_1968,NA
Solanum laciniatum,abaxial_stomatal_length_um,33.13,NA,NA,juhasz_comparative_1968,NA
Solanum laciniatum,abaxial_stomatal_width_um,23.67,NA,NA,juhasz_comparative_1968,NA
Solanum laciniatum,adaxial_stomatal_length_um,32.73,NA,NA,juhasz_comparative_1968,NA
Solanum laciniatum,adaxial_stomatal_width_um,22.57,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare,abaxial_stomatal_density_mm2,315,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare,adaxial_stomatal_density_mm2,107,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare,abaxial_stomatal_length_um,25.77,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare,abaxial_stomatal_width_um,20.43,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare,adaxial_stomatal_length_um,26.5,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare,adaxial_stomatal_width_um,20.47,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare var albiflorum,abaxial_stomatal_density_mm2,315,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare var albiflorum,adaxial_stomatal_density_mm2,74,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare var albiflorum,abaxial_stomatal_length_um,22.4,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare var albiflorum,abaxial_stomatal_width_um,18.17,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare var albiflorum,adaxial_stomatal_length_um,26.47,NA,NA,juhasz_comparative_1968,NA
Solanum aviculare var albiflorum,adaxial_stomatal_width_um,18.97,NA,NA,juhasz_comparative_1968,NA
Solanum simile,abaxial_stomatal_density_mm2,211,NA,NA,juhasz_comparative_1968,NA
Solanum simile,adaxial_stomatal_density_mm2,101,NA,NA,juhasz_comparative_1968,NA
Solanum simile,abaxial_stomatal_length_um,29.73,NA,NA,juhasz_comparative_1968,NA
Solanum simile,abaxial_stomatal_width_um,23.6,NA,NA,juhasz_comparative_1968,NA
Solanum simile,adaxial_stomatal_length_um,29.27,NA,NA,juhasz_comparative_1968,NA
Solanum simile,adaxial_stomatal_width_um,23.03,NA,NA,juhasz_comparative_1968,NA
Solanum symonii,abaxial_stomatal_density_mm2,304,NA,NA,juhasz_comparative_1968,NA
Solanum symonii,adaxial_stomatal_density_mm2,23,NA,NA,juhasz_comparative_1968,NA
Solanum symonii,abaxial_stomatal_length_um,32.57,NA,NA,juhasz_comparative_1968,NA
Solanum symonii,abaxial_stomatal_width_um,24.57,NA,NA,juhasz_comparative_1968,NA
Solanum symonii,adaxial_stomatal_length_um,32.93,NA,NA,juhasz_comparative_1968,NA
Solanum symonii,adaxial_stomatal_width_um,25.93,NA,NA,juhasz_comparative_1968,NA
Solanum nigrum,abaxial_stomatal_density_mm2,189,NA,NA,juhasz_comparative_1968,NA
Solanum nigrum,adaxial_stomatal_density_mm2,45,NA,NA,juhasz_comparative_1968,NA
Solanum nigrum,abaxial_stomatal_length_um,33.33,NA,NA,juhasz_comparative_1968,NA
Solanum nigrum,abaxial_stomatal_width_um,23.67,NA,NA,juhasz_comparative_1968,NA
Solanum nigrum,adaxial_stomatal_length_um,36.23,NA,NA,juhasz_comparative_1968,NA
Solanum nigrum,adaxial_stomatal_width_um,25.8,NA,NA,juhasz_comparative_1968,NA
Solanum alatum,abaxial_stomatal_density_mm2,209,NA,NA,juhasz_comparative_1968,NA
Solanum alatum,adaxial_stomatal_density_mm2,100,NA,NA,juhasz_comparative_1968,NA
Solanum alatum,abaxial_stomatal_length_um,32.53,NA,NA,juhasz_comparative_1968,NA
Solanum alatum,abaxial_stomatal_width_um,20.5,NA,NA,juhasz_comparative_1968,NA
Solanum alatum,adaxial_stomatal_length_um,33.83,NA,NA,juhasz_comparative_1968,NA
Solanum alatum,adaxial_stomatal_width_um,19.9,NA,NA,juhasz_comparative_1968,NA
Solanum luteum,abaxial_stomatal_density_mm2,201,NA,NA,juhasz_comparative_1968,NA
Solanum luteum,adaxial_stomatal_density_mm2,49,NA,NA,juhasz_comparative_1968,NA
Solanum luteum,abaxial_stomatal_length_um,33.63,NA,NA,juhasz_comparative_1968,NA
Solanum luteum,abaxial_stomatal_width_um,23.27,NA,NA,juhasz_comparative_1968,NA
Solanum luteum,adaxial_stomatal_length_um,36.43,NA,NA,juhasz_comparative_1968,NA
Solanum luteum,adaxial_stomatal_width_um,24.2,NA,NA,juhasz_comparative_1968,NA
Solanum triflorum,abaxial_stomatal_density_mm2,207,NA,NA,juhasz_comparative_1968,NA
Solanum triflorum,adaxial_stomatal_density_mm2,160,NA,NA,juhasz_comparative_1968,NA
Solanum triflorum,abaxial_stomatal_length_um,26.2,NA,NA,juhasz_comparative_1968,NA
Solanum triflorum,abaxial_stomatal_width_um,19.73,NA,NA,juhasz_comparative_1968,NA
Solanum triflorum,adaxial_stomatal_length_um,24.77,NA,NA,juhasz_comparative_1968,NA
Solanum triflorum,adaxial_stomatal_width_um,20,NA,NA,juhasz_comparative_1968,NA
Solanum boerhavii,abaxial_stomatal_density_mm2,168,NA,NA,juhasz_comparative_1968,NA
Solanum boerhavii,adaxial_stomatal_density_mm2,102,NA,NA,juhasz_comparative_1968,NA
Solanum boerhavii,abaxial_stomatal_length_um,34.67,NA,NA,juhasz_comparative_1968,NA
Solanum boerhavii,abaxial_stomatal_width_um,23.4,NA,NA,juhasz_comparative_1968,NA
Solanum boerhavii,adaxial_stomatal_length_um,34.3,NA,NA,juhasz_comparative_1968,NA
Solanum boerhavii,adaxial_stomatal_width_um,23.57,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,abaxial_stomatal_density_mm2,287,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,adaxial_stomatal_density_mm2,33,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,abaxial_stomatal_length_um,24.33,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,abaxial_stomatal_width_um,18.53,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,adaxial_stomatal_length_um,24.43,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,adaxial_stomatal_width_um,19.71,NA,NA,juhasz_comparative_1968,NA
Solanum humboldtii,abaxial_stomatal_density_mm2,210,NA,NA,juhasz_comparative_1968,NA
Solanum humboldtii,adaxial_stomatal_density_mm2,0,NA,NA,juhasz_comparative_1968,NA
Solanum humboldtii,abaxial_stomatal_length_um,25.97,NA,NA,juhasz_comparative_1968,NA
Solanum humboldtii,abaxial_stomatal_width_um,18.73,NA,NA,juhasz_comparative_1968,NA
Solanum humboldtii,adaxial_stomatal_length_um,NA,NA,NA,juhasz_comparative_1968,NA
Solanum humboldtii,adaxial_stomatal_width_um,NA,NA,NA,juhasz_comparative_1968,NA
Solanum chacoense,abaxial_stomatal_density_mm2,219,NA,NA,juhasz_comparative_1968,NA
Solanum chacoense,adaxial_stomatal_density_mm2,24,NA,NA,juhasz_comparative_1968,NA
Solanum chacoense,abaxial_stomatal_length_um,27.37,NA,NA,juhasz_comparative_1968,NA
Solanum chacoense,abaxial_stomatal_width_um,20.8,NA,NA,juhasz_comparative_1968,NA
Solanum chacoense,adaxial_stomatal_length_um,28.43,NA,NA,juhasz_comparative_1968,NA
Solanum chacoense,adaxial_stomatal_width_um,21.57,NA,NA,juhasz_comparative_1968,NA
Solanum sodomaeum,abaxial_stomatal_density_mm2,273,NA,NA,juhasz_comparative_1968,NA
Solanum sodomaeum,adaxial_stomatal_density_mm2,87,NA,NA,juhasz_comparative_1968,NA
Solanum sodomaeum,abaxial_stomatal_length_um,25.6,NA,NA,juhasz_comparative_1968,NA
Solanum sodomaeum,abaxial_stomatal_width_um,18.57,NA,NA,juhasz_comparative_1968,NA
Solanum sodomaeum,adaxial_stomatal_length_um,25.33,NA,NA,juhasz_comparative_1968,NA
Solanum sodomaeum,adaxial_stomatal_width_um,18.4,NA,NA,juhasz_comparative_1968,NA
Solanum giganteum,abaxial_stomatal_density_mm2,279,NA,NA,juhasz_comparative_1968,NA
Solanum giganteum,adaxial_stomatal_density_mm2,12,NA,NA,juhasz_comparative_1968,NA
Solanum giganteum,abaxial_stomatal_length_um,23.63,NA,NA,juhasz_comparative_1968,NA
Solanum giganteum,abaxial_stomatal_width_um,18.73,NA,NA,juhasz_comparative_1968,NA
Solanum giganteum,adaxial_stomatal_length_um,25.67,NA,NA,juhasz_comparative_1968,NA
Solanum giganteum,adaxial_stomatal_width_um,19.4,NA,NA,juhasz_comparative_1968,NA
Solanum dulcamara,abaxial_stomatal_density_mm2,254.47368422,5,NA,juhasz_effect_1966,16.758682038695635
Solanum dulcamara,adaxial_stomatal_density_mm2,27.1710526312,5,NA,juhasz_effect_1966,5.675271662986178
Solanum dulcamara,abaxial_stomatal_length_um,26.695266272,5,NA,juhasz_effect_1966,2.3441196397228397
Solanum dulcamara,adaxial_stomatal_length_um,24.76923077,5,NA,juhasz_effect_1966,0.4522274275491516
Solanum laciniatum,abaxial_stomatal_density_mm2,200.39473684,5,NA,juhasz_effect_1966,12.127478016349173
Solanum laciniatum,adaxial_stomatal_density_mm2,21.1184210532,5,NA,juhasz_effect_1966,10.261839912420992
Solanum laciniatum,abaxial_stomatal_length_um,32.065088758,5,NA,juhasz_effect_1966,0.7421201184273749
Solanum laciniatum,adaxial_stomatal_length_um,31.571005916,5,NA,juhasz_effect_1966,0.7733079245518206
Solanum nigrum,abaxial_stomatal_density_mm2,181.84210526,5,NA,juhasz_effect_1966,16.55732979656679
Solanum nigrum,adaxial_stomatal_density_mm2,49.835526318,5,NA,juhasz_effect_1966,6.658442418910653
Solanum nigrum,abaxial_stomatal_length_um,33.937869826,5,NA,juhasz_effect_1966,1.3689659546743251
Solanum nigrum,adaxial_stomatal_length_um,35.68639053,5,NA,juhasz_effect_1966,1.0454362956554046
Vallaris solanacea,abaxial_stomatal_density_mm2,600,NA,NA,kannabiran_foliar_1988,NA
Vallaris solanacea,abaxial_stomatal_length_um,22,NA,NA,kannabiran_foliar_1988,NA
Vallaris solanacea,abaxial_stomatal_width_um,15.5,NA,NA,kannabiran_foliar_1988,NA
Vallaris solanacea,adaxial_stomatal_density_mm2,NA,NA,NA,kannabiran_foliar_1988,NA
Vallaris solanacea,adaxial_stomatal_length_um,NA,NA,NA,kannabiran_foliar_1988,NA
Vallaris solanacea,adaxial_stomatal_width_um,NA,NA,NA,kannabiran_foliar_1988,NA
Wrightia tinctoria,abaxial_stomatal_density_mm2,390,NA,NA,kannabiran_foliar_1988,NA
Wrightia tinctoria,abaxial_stomatal_length_um,27,NA,NA,kannabiran_foliar_1988,NA
Wrightia tinctoria,abaxial_stomatal_width_um,19,NA,NA,kannabiran_foliar_1988,NA
Wrightia tinctoria,adaxial_stomatal_density_mm2,30,NA,NA,kannabiran_foliar_1988,NA
Wrightia tinctoria,adaxial_stomatal_length_um,34,NA,NA,kannabiran_foliar_1988,NA
Wrightia tinctoria,adaxial_stomatal_width_um,24,NA,NA,kannabiran_foliar_1988,NA
Carissa spinarum,abaxial_stomatal_density_mm2,360,NA,NA,kannabiran_foliar_1988,NA
Carissa spinarum,abaxial_stomatal_length_um,22,NA,NA,kannabiran_foliar_1988,NA
Carissa spinarum,abaxial_stomatal_width_um,15.5,NA,NA,kannabiran_foliar_1988,NA
Carissa spinarum,adaxial_stomatal_density_mm2,NA,NA,NA,kannabiran_foliar_1988,NA
Carissa spinarum,adaxial_stomatal_length_um,NA,NA,NA,kannabiran_foliar_1988,NA
Carissa spinarum,adaxial_stomatal_width_um,NA,NA,NA,kannabiran_foliar_1988,NA
Rauvolfia tetraphylla,abaxial_stomatal_density_mm2,345,NA,NA,kannabiran_foliar_1988,NA
Rauvolfia tetraphylla,abaxial_stomatal_length_um,25,NA,NA,kannabiran_foliar_1988,NA
Rauvolfia tetraphylla,abaxial_stomatal_width_um,18,NA,NA,kannabiran_foliar_1988,NA
Rauvolfia tetraphylla,adaxial_stomatal_density_mm2,NA,NA,NA,kannabiran_foliar_1988,NA
Rauvolfia tetraphylla,adaxial_stomatal_length_um,NA,NA,NA,kannabiran_foliar_1988,NA
Rauvolfia tetraphylla,adaxial_stomatal_width_um,NA,NA,NA,kannabiran_foliar_1988,NA
Ervatamia divaricata,abaxial_stomatal_density_mm2,354,NA,NA,kannabiran_foliar_1988,NA
Ervatamia divaricata,abaxial_stomatal_length_um,31,NA,NA,kannabiran_foliar_1988,NA
Ervatamia divaricata,abaxial_stomatal_width_um,22,NA,NA,kannabiran_foliar_1988,NA
Ervatamia divaricata,adaxial_stomatal_density_mm2,11,NA,NA,kannabiran_foliar_1988,NA
Ervatamia divaricata,adaxial_stomatal_length_um,31,NA,NA,kannabiran_foliar_1988,NA
Ervatamia divaricata,adaxial_stomatal_width_um,22,NA,NA,kannabiran_foliar_1988,NA
Plumeria rubra,abaxial_stomatal_density_mm2,555,NA,NA,kannabiran_foliar_1988,NA
Plumeria rubra,abaxial_stomatal_length_um,27,NA,NA,kannabiran_foliar_1988,NA
Plumeria rubra,abaxial_stomatal_width_um,17,NA,NA,kannabiran_foliar_1988,NA
Plumeria rubra,adaxial_stomatal_density_mm2,NA,NA,NA,kannabiran_foliar_1988,NA
Plumeria rubra,adaxial_stomatal_length_um,NA,NA,NA,kannabiran_foliar_1988,NA
Plumeria rubra,adaxial_stomatal_width_um,NA,NA,NA,kannabiran_foliar_1988,NA
Allamanda cathartica,abaxial_stomatal_density_mm2,690,NA,NA,kannabiran_foliar_1988,NA
Allamanda cathartica,abaxial_stomatal_length_um,25,NA,NA,kannabiran_foliar_1988,NA
Allamanda cathartica,abaxial_stomatal_width_um,18,NA,NA,kannabiran_foliar_1988,NA
Allamanda cathartica,adaxial_stomatal_density_mm2,NA,NA,NA,kannabiran_foliar_1988,NA
Allamanda cathartica,adaxial_stomatal_length_um,NA,NA,NA,kannabiran_foliar_1988,NA
Allamanda cathartica,adaxial_stomatal_width_um,NA,NA,NA,kannabiran_foliar_1988,NA
Cascabela thevetia,abaxial_stomatal_density_mm2,525,NA,NA,kannabiran_foliar_1988,NA
Cascabela thevetia,abaxial_stomatal_length_um,27,NA,NA,kannabiran_foliar_1988,NA
Cascabela thevetia,abaxial_stomatal_width_um,16,NA,NA,kannabiran_foliar_1988,NA
Cascabela thevetia,adaxial_stomatal_density_mm2,NA,NA,NA,kannabiran_foliar_1988,NA
Cascabela thevetia,adaxial_stomatal_length_um,NA,NA,NA,kannabiran_foliar_1988,NA
Cascabela thevetia,adaxial_stomatal_width_um,NA,NA,NA,kannabiran_foliar_1988,NA
Catharanthus roseus,abaxial_stomatal_density_mm2,411,NA,NA,kannabiran_foliar_1988,NA
Catharanthus roseus,abaxial_stomatal_length_um,27,NA,NA,kannabiran_foliar_1988,NA
Catharanthus roseus,abaxial_stomatal_width_um,22,NA,NA,kannabiran_foliar_1988,NA
Catharanthus roseus,adaxial_stomatal_density_mm2,145,NA,NA,kannabiran_foliar_1988,NA
Catharanthus roseus,adaxial_stomatal_length_um,27,NA,NA,kannabiran_foliar_1988,NA
Catharanthus roseus,adaxial_stomatal_width_um,22,NA,NA,kannabiran_foliar_1988,NA
Catharanthus pusillus,abaxial_stomatal_density_mm2,642,NA,NA,kannabiran_foliar_1988,NA
Catharanthus pusillus,abaxial_stomatal_length_um,27,NA,NA,kannabiran_foliar_1988,NA
Catharanthus pusillus,abaxial_stomatal_width_um,19,NA,NA,kannabiran_foliar_1988,NA
Catharanthus pusillus,adaxial_stomatal_density_mm2,341,NA,NA,kannabiran_foliar_1988,NA
Catharanthus pusillus,adaxial_stomatal_length_um,28,NA,NA,kannabiran_foliar_1988,NA
Catharanthus pusillus,adaxial_stomatal_width_um,21,NA,NA,kannabiran_foliar_1988,NA
Chloris gayana,adaxial_stomatal_density_mm2,14,NA,NA,kawamitsu_stomatal_1996,NA
Chloris gayana,abaxial_stomatal_density_mm2,602.5,NA,NA,kawamitsu_stomatal_1996,NA
Chloris gayana,adaxial_stomatal_length_um,19,NA,NA,kawamitsu_stomatal_1996,NA
Chloris gayana,abaxial_stomatal_length_um,18.4,NA,NA,kawamitsu_stomatal_1996,NA
Cynodon dactylon,adaxial_stomatal_density_mm2,212.7,NA,NA,kawamitsu_stomatal_1996,NA
Cynodon dactylon,abaxial_stomatal_density_mm2,219.5,NA,NA,kawamitsu_stomatal_1996,NA
Cynodon dactylon,adaxial_stomatal_length_um,20.7,NA,NA,kawamitsu_stomatal_1996,NA
Cynodon dactylon,abaxial_stomatal_length_um,22.5,NA,NA,kawamitsu_stomatal_1996,NA
Eleusine coracana,adaxial_stomatal_density_mm2,19.2,NA,NA,kawamitsu_stomatal_1996,NA
Eleusine coracana,abaxial_stomatal_density_mm2,76.2,NA,NA,kawamitsu_stomatal_1996,NA
Eleusine coracana,adaxial_stomatal_length_um,29.3,NA,NA,kawamitsu_stomatal_1996,NA
Eleusine coracana,abaxial_stomatal_length_um,35.3,NA,NA,kawamitsu_stomatal_1996,NA
Eragrostis ferruginea,adaxial_stomatal_density_mm2,187.7,NA,NA,kawamitsu_stomatal_1996,NA
Eragrostis ferruginea,abaxial_stomatal_density_mm2,85.6,NA,NA,kawamitsu_stomatal_1996,NA
Eragrostis ferruginea,adaxial_stomatal_length_um,25.2,NA,NA,kawamitsu_stomatal_1996,NA
Eragrostis ferruginea,abaxial_stomatal_length_um,30.1,NA,NA,kawamitsu_stomatal_1996,NA
Leptochloa chinensis,adaxial_stomatal_density_mm2,383.1,NA,NA,kawamitsu_stomatal_1996,NA
Leptochloa chinensis,abaxial_stomatal_density_mm2,308.6,NA,NA,kawamitsu_stomatal_1996,NA
Leptochloa chinensis,adaxial_stomatal_length_um,22,NA,NA,kawamitsu_stomatal_1996,NA
Leptochloa chinensis,abaxial_stomatal_length_um,22.2,NA,NA,kawamitsu_stomatal_1996,NA
Sporobolus elongatus,adaxial_stomatal_density_mm2,123.6,NA,NA,kawamitsu_stomatal_1996,NA
Sporobolus elongatus,abaxial_stomatal_density_mm2,104.4,NA,NA,kawamitsu_stomatal_1996,NA
Sporobolus elongatus,adaxial_stomatal_length_um,32.1,NA,NA,kawamitsu_stomatal_1996,NA
Sporobolus elongatus,abaxial_stomatal_length_um,34.3,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia japonica,adaxial_stomatal_density_mm2,226.9,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia japonica,abaxial_stomatal_density_mm2,82.4,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia japonica,adaxial_stomatal_length_um,21.1,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia japonica,abaxial_stomatal_length_um,27.3,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia tenuifolia,adaxial_stomatal_density_mm2,349.1,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia tenuifolia,abaxial_stomatal_density_mm2,252.1,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia tenuifolia,adaxial_stomatal_length_um,19.6,NA,NA,kawamitsu_stomatal_1996,NA
Zoisia tenuifolia,abaxial_stomatal_length_um,21,NA,NA,kawamitsu_stomatal_1996,NA
Arundinella hirta,adaxial_stomatal_density_mm2,50.6,NA,NA,kawamitsu_stomatal_1996,NA
Arundinella hirta,abaxial_stomatal_density_mm2,73.4,NA,NA,kawamitsu_stomatal_1996,NA
Arundinella hirta,adaxial_stomatal_length_um,48,NA,NA,kawamitsu_stomatal_1996,NA
Arundinella hirta,abaxial_stomatal_length_um,46.6,NA,NA,kawamitsu_stomatal_1996,NA
Coix lacryma-jobi var. ma-yuen,adaxial_stomatal_density_mm2,52.2,NA,NA,kawamitsu_stomatal_1996,NA
Coix lacryma-jobi var. ma-yuen,abaxial_stomatal_density_mm2,102.4,NA,NA,kawamitsu_stomatal_1996,NA
Coix lacryma-jobi var. ma-yuen,adaxial_stomatal_length_um,50.6,NA,NA,kawamitsu_stomatal_1996,NA
Coix lacryma-jobi var. ma-yuen,abaxial_stomatal_length_um,51.4,NA,NA,kawamitsu_stomatal_1996,NA
Digitaria sanguinalis,adaxial_stomatal_density_mm2,2.9,NA,NA,kawamitsu_stomatal_1996,NA
Digitaria sanguinalis,abaxial_stomatal_density_mm2,118.8,NA,NA,kawamitsu_stomatal_1996,NA
Digitaria sanguinalis,adaxial_stomatal_length_um,42.8,NA,NA,kawamitsu_stomatal_1996,NA
Digitaria sanguinalis,abaxial_stomatal_length_um,41.2,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli,adaxial_stomatal_density_mm2,104.9,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli,abaxial_stomatal_density_mm2,169.6,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli,adaxial_stomatal_length_um,34.6,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli,abaxial_stomatal_length_um,33.9,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. edulis,adaxial_stomatal_density_mm2,66.1,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. edulis,abaxial_stomatal_density_mm2,92.5,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. edulis,adaxial_stomatal_length_um,34.5,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. edulis,abaxial_stomatal_length_um,36.2,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. frumentacea,adaxial_stomatal_density_mm2,99,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. frumentacea,abaxial_stomatal_density_mm2,140.3,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. frumentacea,adaxial_stomatal_length_um,29.8,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. frumentacea,abaxial_stomatal_length_um,30.3,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. hispidula,adaxial_stomatal_density_mm2,131,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. hispidula,abaxial_stomatal_density_mm2,194.7,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. hispidula,adaxial_stomatal_length_um,33,NA,NA,kawamitsu_stomatal_1996,NA
Echinochloa crus-galli var. hispidula,abaxial_stomatal_length_um,32.1,NA,NA,kawamitsu_stomatal_1996,NA
Imperata cylindrica,adaxial_stomatal_density_mm2,212.4,NA,NA,kawamitsu_stomatal_1996,NA
Imperata cylindrica,abaxial_stomatal_density_mm2,286.5,NA,NA,kawamitsu_stomatal_1996,NA
Imperata cylindrica,adaxial_stomatal_length_um,19.8,NA,NA,kawamitsu_stomatal_1996,NA
Imperata cylindrica,abaxial_stomatal_length_um,22.5,NA,NA,kawamitsu_stomatal_1996,NA
Miscanthus sinensis,adaxial_stomatal_density_mm2,162.9,NA,NA,kawamitsu_stomatal_1996,NA
Miscanthus sinensis,abaxial_stomatal_density_mm2,292.2,NA,NA,kawamitsu_stomatal_1996,NA
Miscanthus sinensis,adaxial_stomatal_length_um,34.2,NA,NA,kawamitsu_stomatal_1996,NA
Miscanthus sinensis,abaxial_stomatal_length_um,33.3,NA,NA,kawamitsu_stomatal_1996,NA
Panicum antidotale,adaxial_stomatal_density_mm2,119.3,NA,NA,kawamitsu_stomatal_1996,NA
Panicum antidotale,abaxial_stomatal_density_mm2,126.1,NA,NA,kawamitsu_stomatal_1996,NA
Panicum antidotale,adaxial_stomatal_length_um,28.6,NA,NA,kawamitsu_stomatal_1996,NA
Panicum antidotale,abaxial_stomatal_length_um,28.8,NA,NA,kawamitsu_stomatal_1996,NA
Panicum coloratum,adaxial_stomatal_density_mm2,125.2,NA,NA,kawamitsu_stomatal_1996,NA
Panicum coloratum,abaxial_stomatal_density_mm2,113.4,NA,NA,kawamitsu_stomatal_1996,NA
Panicum coloratum,adaxial_stomatal_length_um,32.7,NA,NA,kawamitsu_stomatal_1996,NA
Panicum coloratum,abaxial_stomatal_length_um,35.6,NA,NA,kawamitsu_stomatal_1996,NA
Panicum dichotomiflorum,adaxial_stomatal_density_mm2,108.1,NA,NA,kawamitsu_stomatal_1996,NA
Panicum dichotomiflorum,abaxial_stomatal_density_mm2,89.7,NA,NA,kawamitsu_stomatal_1996,NA
Panicum dichotomiflorum,adaxial_stomatal_length_um,33.4,NA,NA,kawamitsu_stomatal_1996,NA
Panicum dichotomiflorum,abaxial_stomatal_length_um,35,NA,NA,kawamitsu_stomatal_1996,NA
Paspalum dilatatum,adaxial_stomatal_density_mm2,55.9,NA,NA,kawamitsu_stomatal_1996,NA
Paspalum dilatatum,abaxial_stomatal_density_mm2,86.9,NA,NA,kawamitsu_stomatal_1996,NA
Paspalum dilatatum,adaxial_stomatal_length_um,35.8,NA,NA,kawamitsu_stomatal_1996,NA
