resolved_name,family,source,source_id,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,phy_name,grass,c,h,j,m,b,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,genus,subspecies,chromostome_number_2n,ploidy_level_x,c_value_reference,c_value_note,dna_amount_2c_pg
Cerastium_holosteoides,Caryophyllaceae,zarinkamar_stomatal_2007,Cerastium holosteoides,92,68,36,35,Cerastium_holosteoides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,648,612.5,1.124770371011981,0.8082589018745517,0.059616,0.04165,Cerastium,NA,NA,NA,NA,NA,NA
Cerastium_szowitsii,Caryophyllaceae,zarinkamar_stomatal_2007,Cerastium szowitsii,130,48,35.3,35,Cerastium_szowitsii,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,623.0449999999998,612.5,1.5584454204631584,0.5705356954408599,0.08099584999999997,0.0294,Cerastium,NA,NA,NA,NA,NA,NA
Chaerophyllum_aureum,Apiaceae,zarinkamar_stomatal_2007,Chaerophyllum aureum,326.7,4.44,21.37,21.76,Chaerophyllum_aureum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,228.33845000000002,236.74880000000005,2.3709762083573236,0.03281069279381038,0.074598171615,0.0010511646720000002,Chaerophyllum,NA,NA,NA,NA,NA,NA
Chenopodium_album,Amaranthaceae,xiong_one_2020,Chenopodium album,185.26764403333337,119.02014247,22.67804915,23.098420356666665,Chenopodium_album,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,257.14695662490783,266.7685114866365,1.4268516126976813,0.933633197794577,0.04764101082423844,0.031750826243649305,Chenopodium,NA,18,2,ohri_unpublished_2002,Ohri personal comunication; I used the 2X ploidy,1.54
Chloris_gayana,Poaceae,pathare_increased_2020,Chloris gayana,175.95238095000002,106.1904761825,20.655689235,24.1453611125,Chloris_gayana,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,53.33218722161186,72.87480790662842,0.8713340482873979,0.6147083594485458,0.009383925322913772,0.007738610553313088,Chloris,NA,20,2,bennett_nuclear_1976,NA,0.6
Christolea_crassifolia,Brassicaceae,yang_large-scale_2014,Christolea crassifolia,88,105,28.9,27.6,Christolea_crassifolia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,417.60499999999996,380.88000000000005,0.8636823694316637,0.9841740746354835,0.036749239999999996,0.039992400000000004,Christolea,NA,14,2,lysak_dynamic_2008,NA,2.82
Chrozophora_oblongifolia,Euphorbiaceae,siddiqi_contribution_1991,Chrozophora oblongifolia,684,211,15.7,17.5,Chrozophora_oblongifolia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,123.24499999999999,153.125,3.6469456703573253,1.2539899139377233,0.08429957999999999,0.032309374999999994,Chrozophora,NA,NA,NA,NA,NA,NA
Chrysanthemum_frutescens,Asteraceae,eckerson_number_1908,Chrysanthemum frutescens,34,15,58,57,Chrysanthemum_frutescens,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,1682,1624.5,0.6697002329817713,0.29036191642972337,0.057188,0.024367499999999997,Chrysanthemum,NA,NA,NA,NA,NA,NA
Chrysopogon_gryllus,Poaceae,zarinkamar_density_2006,Chrysopogon gryllus,148.4,85.65,30.96,34.3,Chrysopogon_gryllus,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,119.8152,147.06124999999997,1.10150050052349,0.704322128312553,0.01778057568,0.0125957960625,Chrysopogon,NA,NA,NA,NA,NA,NA
Cirsium_echinus,Asteraceae,zarinkamar_stomatal_2007,Cirsium echinus,311.7,100.83,25.8,30.22,Cirsium_echinus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,332.82,456.6242,2.7310524927012105,1.034803208486157,0.10373999399999999,0.04604141808599999,Cirsium,NA,NA,NA,NA,NA,NA
Cirsium_osseticum,Asteraceae,zarinkamar_stomatal_2007,Cirsium osseticum,334.4,18.26,20.252,25.513,Cirsium_osseticum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,205.07175199999998,325.4565845,2.299893505666927,0.15821069620923298,0.06857599386879998,0.005942837232970001,Cirsium,NA,NA,NA,NA,NA,NA
Cirsium_vulgare,Asteraceae,rivera_meso-_2017,Cirsium vulgare (Savi) Ten.,348.55,69.71,24.38,21.354,Cirsium_vulgare,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,297.19219999999996,227.996658,2.885840524897219,0.5055310793162855,0.10358634130999998,0.01589364702918,Cirsium,NA,68,4,bures_genome_2004,NA,5.54
Cleistogenes_squarrosa,Poaceae,yang_large-scale_2014,Cleistogenes squarrosa,132,172,26.8,29.7,Cleistogenes_squarrosa,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,89.78,110.26124999999999,0.8481224731877098,1.2247141683718046,0.011850959999999999,0.018964934999999995,Cleistogenes,NA,NA,NA,NA,NA,NA
Coix_lacryma-jobi_var._ma-yuen,Poaceae,kawamitsu_stomatal_1996,Coix lacryma-jobi var. ma-yuen,102.4,52.2,51.4,50.6,Coix_lacryma-jobi_var._ma-yuen,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,330.245,320.045,1.2618650781539078,0.6332436824061967,0.033817088,0.016706349000000002,Coix,NA,20,4,bennett_nuclear_1976,NA,3.2
Colutea_cilicica,Fabaceae,zarinkamar_stomatal_2007,Colutea cilicica,174.3,77.67,23.82,23.27,Colutea_cilicica,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,283.69620000000003,270.74645,1.4099791275353832,0.613794832564302,0.04944824766000001,0.021028876771499998,Colutea,NA,NA,NA,NA,NA,NA
Convolvulus_arvensis,Convolvulaceae,zarinkamar_stomatal_2007,Convolvulus arvensis,189.7,220,25.613,26.693,Convolvulus_arvensis,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,328.0128845,356.25812450000006,1.6500660158106453,1.9943143155051386,0.06222404418964999,0.07837678739000001,Convolvulus,NA,24,NA,pustahija_small_2013,NA,1.34
Convolvulus_cantabrica,Convolvulaceae,zarinkamar_stomatal_2007,Convolvulus cantabrica,156.55,141.93,26.985,26.909,Convolvulus_cantabrica,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,364.09511249999997,362.04714049999995,1.4346601451353451,1.297015902328433,0.056999089861875,0.05138535065116499,Convolvulus,NA,22,NA,pustahija_small_2013,NA,2.22
Convolvulus_lineatus,Convolvulaceae,zarinkamar_stomatal_2007,Convolvulus lineatus,164.03,143.2,28.615,28.436,Convolvulus_lineatus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,409.40911249999994,404.303048,1.5940082857585387,1.382881806364084,0.06715537672337499,0.05789619647359999,Convolvulus,NA,NA,NA,NA,NA,NA
Conyza_bonariensis,Asteraceae,rivera_meso-_2017,Conyza bonariensis (L.) Cronquist,592.54,174.27,21.308,26.12,Conyza_bonariensis,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,227.015432,341.1272,4.2877938860522855,1.545857093710585,0.13451572407728,0.059448237144,Conyza,NA,18,NA,garcia_new_2013,NA,4.18
Conyza_canadensis,Asteraceae,rivera_meso-_2017,Conyza canadensis (L.) Cronquist,418.26,243.98,17.187,27.82,Conyza_canadensis,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,147.69648450000003,386.9762,2.4412932453523464,2.305074105623363,0.06177553160697001,0.094414453276,Conyza,NA,NA,2,kubesova_naturalized_2010,NA,0.9
Conyza_coronopifolia,Asteraceae,rivera_meso-_2017,Conyza coronopifolia Kunth,313.69,139.42,21.478,27.39,Conyza_coronopifolia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,230.65224200000003,375.10605000000004,2.288063386893137,1.2968526985551243,0.07235330179298001,0.052297285491000003,Conyza,NA,NA,NA,NA,NA,NA
Cordyline_fruticosa,Asparagaceae,zhao_difference_2020,Cordylie fruticosa,261.27235992280634,47.6779787853724,17.644,18.98525,Cordyline_fruticosa,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,155.65536799999998,180.21985878125003,1.5655395966252226,0.30740271282884296,0.040668445332012866,0.008592518603675249,Cordyline,NA,38,2,smarda_ecological_2014,NA,1.38
Coreopsis_basalis,Asteraceae,xiong_one_2020,Coreopsis basalis,230.6618264,199.8436793,17.27789755,16.094268823333334,Coreopsis_basalis,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,149.26287187414798,129.51274447885967,1.353443592596433,1.092283082742756,0.03442924664020016,0.025882303372896077,Coreopsis,NA,NA,NA,NA,NA,NA
Coronilla_scorpioides,Fabaceae,zarinkamar_stomatal_2007,Coronilla scorpioides,185.4,280.4,23.46,21.44,Coronilla_scorpioides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,275.18580000000003,229.83680000000004,1.4771046897314841,2.041626667258733,0.05101944732000001,0.06444623872000001,Coronilla,NA,NA,NA,NA,NA,NA
Coronilla_varia,Fabaceae,zarinkamar_stomatal_2007,Coronilla varia,199.4,191.5,24.51,24.35,Coronilla_varia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,300.37005000000005,296.46125,1.6597474292344896,1.5835846495435215,0.05989378797000001,0.056772329375,Coronilla,NA,NA,NA,NA,NA,NA
Cosmos_bipinnatus,Asteraceae,rivera_meso-_2017,Cosmos bipinnatus Cav,243.98,104.56,18.797,25.05,Cosmos_bipinnatus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,176.66360450000002,313.75125,1.5574578707189919,0.8895018264870077,0.04310238622591,0.032805830700000004,Cosmos,NA,24,2,ohri_variation_1988,NA,3
Cosmos_parviflorus,Asteraceae,rivera_meso-_2017,Cosmos parviflorus (Jacq.) Pers.,243.98,104.56,21.098,25.054,Cosmos_parviflorus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,222.56280199999998,313.851458,1.7481111962775593,0.889643862706806,0.05430087243195999,0.03281630844848,Cosmos,NA,NA,NA,NA,NA,NA
Cousinia_belangeri,Asteraceae,zarinkamar_stomatal_2007,Causinia belangeri,195,80.8,24.133,26.233,Cousinia_belangeri,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,291.20084449999996,344.0851445,1.5981570820979065,0.7198348346421467,0.05678416467749999,0.0278020796756,Cousinia,NA,NA,NA,NA,NA,NA
Crepis_foetida,Asteraceae,zarinkamar_stomatal_2007,Crepis foetida,179.02,149.05,30.843,30.743,Crepis_foetida,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,475.6453245,472.56602449999997,1.8751313988103855,1.5561511028571797,0.08515002599199001,0.07043596595172501,Crepis,NA,10,2,brown_unpublished_1975,"Brown L,  Jones N (pers. comm. 1975)",4
Crepis_sancta,Asteraceae,zarinkamar_stomatal_2007,Crepis sancta,205.9,156.53,30.367,30.2,Crepis_sancta,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,461.07734450000004,456.02,2.12339981650291,1.6053808111322652,0.09493582523255001,0.0713808106,Crepis,NA,10,2,dimitrova_karyotype_2000,NA,4.18
Croton_bonplandianus,Euphorbiaceae,siddiqi_contribution_1991,Croton bonplandians,421,132,22.7,21,Croton_bonplandianus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,257.645,220.5,3.2454990956069443,0.9413838974774189,0.10846854499999999,0.029105999999999996,Croton,NA,NA,NA,NA,NA,NA
Cruciata_laevipes,Rubiaceae,zarinkamar_stomatal_2007,Cruciata laevipes,90.5,32,29.76,27.3,Cruciata_laevipes,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,442.82880000000006,372.64500000000004,0.9146502248910472,0.29667856162924716,0.0400760064,0.01192464,Cruciata,NA,NA,NA,NA,NA,NA
Crupina_crupinastrum,Asteraceae,zarinkamar_stomatal_2007,Crupina crupinastrum,88.15,81.7,31.587,29.712,Crupina_crupinastrum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,498.8692845,441.401472,0.9455929736298468,0.8243800671583943,0.043975327428675,0.036062500262399995,Crupina,NA,NA,NA,NA,NA,NA
Cucurbita_pepo,Cucurbitaceae,eckerson_number_1908,Cucurbita Pepo,269,28,20,21,Cucurbita_pepo,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,200,220.5,1.8270726437332303,0.19968749340430098,0.053799999999999994,0.006174,Cucurbita,NA,40,4,arumuganathan_nuclear_1991,NA,1.08
Cymbocarpum_anethoides,Apiaceae,zarinkamar_stomatal_2007,Cymbocarpum anethoides,107.59,111.81,32.46,30.73,Cymbocarpum_anethoides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,526.8258000000001,472.16645,1.186025324664744,1.1668546121283117,0.05668118782200001,0.0527929307745,Cymbocarpum,NA,NA,NA,NA,NA,NA
Cynanchum_mongolicum,Apocynaceae,yang_large-scale_2014,Cynanchum mongolicum,153,151,18.7,16.8,Cynanchum_mongolicum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,174.845,141.12,0.9716426656106217,0.8615089001156985,0.026751285,0.021309119999999997,Cynanchum,NA,NA,NA,NA,NA,NA
Cynodon_dactylon,Poaceae,kawamitsu_stomatal_1996,Cynodon dactylon,219.5,212.7,22.5,20.7,Cynodon_dactylon,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,63.28125,53.561249999999994,1.1840414022093513,1.0555715615031194,0.013890234375,0.011392477874999998,Cynodon,NA,NA,NA,bennett_dna_1998,NA,1.6
Dactylis_glomerata,Poaceae,bucher_stomatal_2017,Dactylis glomerata L.,77.8,115.3,36.5,35.2,Dactylis_glomerata,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,166.53125,154.88000000000002,0.6808043269762378,0.9730201110302779,0.012956131249999999,0.017857664000000002,Dactylis,NA,14,2,creber_variation_1994,used diploid,6.6
Dactylorhiza_umbrosa,Orchidaceae,zarinkamar_density_2006,Dactylorhiza umbrosa,41.47,10.52,62.12,63.96,Dactylorhiza_umbrosa,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,1929.4471999999998,2045.4408,0.8748609296491693,0.2285060664320123,0.08001417538399998,0.021518037216,Dactylorhiza,NA,NA,NA,NA,NA,NA
Dahlia_coccinea,Asteraceae,rivera_meso-_2017,Dahlia coccinea Cav.,592.54,139.421,20.893,26.401,Dahlia_coccinea,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,218.25872450000003,348.5064005,4.204283727299155,1.2500348182026082,0.12932702461523,0.04858911086411049,Dahlia,NA,32,4,temsch_genome_2008,used tetraploid,4.34
Danthoniopsis_dinteri,Poaceae,pathare_increased_2020,Danthoniopsis dinteri,98.761904762,142.85714286,32.104033332,28.166433332,Danthoniopsis_dinteri,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,128.83361952277087,99.16849583075008,0.7601493016080498,0.9646808610716852,0.01272385366145164,0.01416692797610478,Danthoniopsis,NA,NA,NA,NA,NA,NA
Daucus_broteri,Apiaceae,zarinkamar_stomatal_2007,Daucus broteri,300,216.7,20.23,25.2,Daucus_broteri,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,204.62645,317.52,2.0610601997801066,1.8545262780305154,0.061387935,0.06880658399999999,Daucus,NA,20,2,nowicka_nuclear_2016,NA,2.22
Dianthus_cretaceus,Caryophyllaceae,zarinkamar_stomatal_2007,Dianthus cretaceus,86,127,33,32,Dianthus_cretaceus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,544.5,512,0.9637977997983098,1.3801530156378898,0.046826999999999994,0.065024,Dianthus,NA,NA,NA,NA,NA,NA
Dianthus_crinitus,Caryophyllaceae,zarinkamar_stomatal_2007,Dianthus crinitus,83,81,35,33,Dianthus_crinitus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,612.5,544.5,0.9865513066998204,0.9077630439960825,0.0508375,0.0441045,Dianthus,NA,NA,NA,NA,NA,NA
Diarthron_linifolium,Thymelaeaceae,yang_large-scale_2014,Diarthron linifolium,197,102,18.7,19.7,Diarthron_linifolium,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,174.845,194.045,1.2510693145443954,0.6824014442969427,0.034444465,0.01979259,Diarthron,NA,NA,NA,NA,NA,NA
Digitalis_nervosa,Plantaginaceae,zarinkamar_stomatal_2007,Digitalis nervosa,110.86,6.67,34.9,39.6,Digitalis_nervosa,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,609.005,784.08,1.3139348768812045,0.08970043708820549,0.0675142943,0.0052298136,Digitalis,NA,NA,NA,NA,NA,NA
Digitaria_sanguinalis,Poaceae,zhao_difference_2020,Digitaria sanguinalis,169.37656436375033,213.6234356362496,18.005000000000003,20.570750000000004,Digitaria_sanguinalis,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,40.522503125000014,52.89446944531252,0.7311328393208175,1.053534755829256,0.006863562358731838,0.01129949828906429,Digitaria,NA,54,6,bennett_dna_1998,NA,2.4
Doronicum_hyrcanum,Asteraceae,zarinkamar_stomatal_2007,Doronicum hyrcanum,91,35.67,36.207,39.087,Doronicum_hyrcanum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,655.4734245000001,763.8967845000001,1.1189417375948076,0.47348801173627875,0.0596480816295,0.027248198303115003,Doronicum,NA,NA,NA,NA,NA,NA
Dorycnium_intermedium,Fabaceae,zarinkamar_stomatal_2007,Dorycnium intermedium,144.2,157.5,22.65,21.28,Dorycnium_intermedium,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,256.51124999999996,226.41920000000002,1.1091927088989617,1.1382187124045158,0.036988922249999986,0.035661024,Dorycnium,NA,24,2,pustahija_small_2013,used diploid,1.62
Dyssodia_papposa,Asteraceae,rivera_meso-_2017,Dyssodia papposa (Vent.)Hitchc.,348.55,278.84,20.589,29.837,Dyssodia_papposa,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,211.95346049999998,445.1232845,2.4371029765015932,2.8254248971733658,0.07387637865727499,0.12411817664998,Dyssodia,NA,NA,NA,NA,NA,NA
Echinochloa_crus-galli,Poaceae,kawamitsu_stomatal_1996,Echinochloa crus-galli,169.6,104.9,33.9,34.6,Echinochloa_crus-galli,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,143.65124999999998,149.645,1.3784004048632816,0.8701646430726256,0.02436325199999999,0.0156977605,Echinochloa,NA,NA,NA,olszewska_relationship_1983,NA,2.8
Echinochloa_esculenta,Poaceae,pathare_increased_2020,Echinochloa esculenta,82.38095238,116.1904762,35.810243055,38.2129444425,Echinochloa_esculenta,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,160.29668845727198,182.52864037069898,0.7072678597743384,1.0644637602097,0.013205393858470218,0.02120808964481006,Echinochloa,NA,NA,NA,NA,NA,NA
Eleusine_coracana,Poaceae,kawamitsu_stomatal_1996,Eleusine coracana,76.2,19.2,35.3,29.3,Eleusine_coracana,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,155.76124999999996,107.31125,0.6448809124063469,0.13487103644179047,0.011869007249999996,0.002060376,Eleusine,NA,40,4,bennett_nuclear_1976,NA,3.2
Eleusine_indica,Poaceae,pathare_increased_2020,Eleusine indica,110.98214285,155.80357145,31.898333335,26.5150625,Eleusine_indica,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,127.18795869384653,87.88106742236327,0.8487327173647007,0.990421158611183,0.014115592200560374,0.013692184167242443,Eleusine,NA,20,2,bennett_nuclear_1976,NA,1.4
Elymus_nutans,Poaceae,yang_large-scale_2014,Elymys nutans,68,56,29.6,37.2,Elymus_nutans,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,109.52000000000001,172.98000000000002,0.4825590553008317,0.49943711446874633,0.007447360000000001,0.00968688,Elymus,NA,NA,NA,NA,NA,NA
Epipactis_helleborine,Orchidaceae,zarinkamar_density_2006,Epipactis helleborine,50.6,2.1,54.67,51.67,Epipactis_helleborine,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,1494.40445,1334.89445,0.9394488305770488,0.03684947422928654,0.07561686516999999,0.0028032783449999997,Epipactis,NA,NA,NA,bai_new_2012,NA,27.6
Eragrostis_curvula,Poaceae,pathare_increased_2020,Eragrostis curvula,90.5357142825,97.7678571325,31.7171791675,30.270479165,Eragrostis_curvula,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,125.747431792912,114.53773860983739,0.6884372065010401,0.7095209738681911,0.011384633556561236,0.01119810926468621,Eragrostis,NA,NA,NA,NA,NA,NA
Eragrostis_ferruginea,Poaceae,kawamitsu_stomatal_1996,Eragrostis ferruginea,85.6,187.7,30.1,25.2,Eragrostis_ferruginea,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,113.25125000000001,79.38,0.6177177859329843,1.1340041901506088,0.009694307000000001,0.014899625999999997,Eragrostis,NA,NA,NA,NA,NA,NA
Eriachne_aristidea,Poaceae,pathare_increased_2020,Eriachne aristidea,56.095238094,130.66666666,35.416322222,31.721199998,Eriachne_aristidea,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,156.78948496656636,125.7793161641394,0.47629859655605394,0.9937205390300333,0.008795143489835174,0.016435163977942355,Eriachne,NA,NA,NA,NA,NA,NA
Erigeron_acer,Asteraceae,zarinkamar_stomatal_2007,Erigeron acer,99.39,48.1,30.967,29.633,Erigeron_acer,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,479.47754449999996,439.0573445,1.0452384184252819,0.4840544720537215,0.047655273147855,0.021118658270449998,Erigeron,NA,18,NA,garcia_new_2013,NA,2.76
Erigeron_canadensis,Asteraceae,xiong_one_2020,Erigeron canadensis,198.8871559,114.4212621,26.87258639,28.42679361,Erigeron_canadensis,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,361.0679496440066,404.04129747276846,1.815054811510639,1.1046079120040726,0.07181177759134089,0.046230915197355706,Erigeron,NA,NA,NA,NA,NA,NA
Eriochloa_sericea,Poaceae,pathare_increased_2020,Eriochloa sericea,64.761904762,89.80952381,40.632577776,33.951311112,Eriochloa_sericea,TRUE,0.5,0.5,0.125,0.6100192087353153,0.001111607142857143,206.3757970903361,144.08644077797683,0.6308757511600052,0.7310192102627318,0.013365289716346183,0.012940334633747864,Eriochloa,NA,NA,NA,NA,NA,NA
Erodium_cicutarium,Geraniaceae,zarinkamar_stomatal_2007,Erodium cicutarium,202.43,170.49,26.02,26.43,Erodium_cicutarium,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,338.5202,349.27245,1.7887749597303495,1.5302754582239724,0.068526644086,0.0595474600005,Erodium,NA,20,NA,pustahija_small_2013,NA,2.4
Eryngium_caucasicum,Apiaceae,zarinkamar_stomatal_2007,Eryngium caucasicum,107.53,91.61,26.16,25.38,Eryngium_caucasicum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,342.1728,322.07219999999995,0.9553025232931954,0.789601637503558,0.036793841183999997,0.029505034241999996,Eryngium,NA,NA,NA,NA,NA,NA
Erysimum_subulatum,Brassicaceae,zarinkamar_stomatal_2007,Erysimum subulatum,223.1,103.57,25.095,24.524,Erysimum_subulatum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,314.8795125,300.71328800000003,1.9013422976895342,0.8625788854757649,0.07024961923874999,0.031144875238159998,Erysimum,NA,NA,NA,NA,NA,NA
Eucalyptus_albens,Myrtaceae,gindel_stomatal_1969,Eucalyptus albens,128,152,30,32,Eucalyptus_albens,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,450,512,1.3040815895791085,1.6518366801335376,0.0576,0.07782399999999999,Eucalyptus,NA,NA,NA,NA,NA,NA
Eucalyptus_blakelyi,Myrtaceae,gindel_stomatal_1969,Eucalyptus blakelyi,354,323,19,19,Eucalyptus_blakelyi,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,180.5,180.5,2.284180409247157,2.0841533112622366,0.063897,0.0583015,Eucalyptus,NA,NA,NA,NA,NA,NA
Eucalyptus_melliodora,Myrtaceae,gindel_stomatal_1969,Eucalyptus melliodora,164,161,23,27,Eucalyptus_melliodora,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,264.5,364.5,1.2809884780969782,1.4762611119532252,0.043378,0.058684499999999994,Eucalyptus,NA,NA,NA,NA,NA,NA
Eucalyptus_sideroxylon,Myrtaceae,huang_leaf_2019,Eucalyptus sideroxylon,206.15,193.67,17.28,18.94,Eucalyptus_sideroxylon,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,149.2992,179.36180000000002,1.2097638886127997,1.2457068902954962,0.03077803008,0.034736999806,Eucalyptus,NA,NA,NA,NA,NA,NA
Euphorbia_atrococca,Euphorbiaceae,sporck_hawaiian_2011,Euphorbia atrococca,14.20118343,250.887574,27.32919254,18.881987578,Euphorbia_atrococca,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,373.44238244419586,178.26472744787316,0.13180287294591822,1.6087938560979191,0.005303323773626237,0.044724404999168105,Euphorbia,NA,NA,NA,NA,NA,NA
Euphorbia_caeladenia,Euphorbiaceae,siddiqi_contribution_1991,Euphorbia caeladenia,145,145,26.4,26.4,Euphorbia_caeladenia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,348.47999999999996,348.47999999999996,1.3000063346116737,1.3000063346116737,0.050529599999999994,0.050529599999999994,Euphorbia,NA,NA,NA,NA,NA,NA
Euphorbia_celastroides,Euphorbiaceae,sporck_hawaiian_2011,Euphorbia celastroides var. amplectans,89.9408284,132.5443787,17.142857142,17.639751552,Euphorbia_celastroides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,146.9387754955102,155.5804174081432,0.523616868134238,0.7940124591131437,0.013215795192147809,0.020621309763249007,NA,NA,NA,NA,NA,NA,NA
Euphorbia_densa,Euphorbiaceae,siddiqi_contribution_1991,Euphorbia densa,116,145,26.4,29.7,Euphorbia_densa,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,348.47999999999996,441.04499999999996,1.0400050676893389,1.4625071264381329,0.04042368,0.063951525,Euphorbia,NA,NA,NA,NA,NA,NA
Euphorbia_deppeana,Euphorbiaceae,sporck_hawaiian_2011,Euphorbia deppeana,99.40828402,14.20118343,29.5652174,28.81987578,Euphorbia_deppeana,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,437.05103995463145,415.29261998731533,0.9981072112157813,0.13899212061200858,0.043446493911046366,0.005897646673565149,Euphorbia,NA,NA,NA,NA,NA,NA
Euphorbia_dracunculoides,Euphorbiaceae,siddiqi_contribution_1991,Euphorbia deracunculoides,145,115,26.4,33,Euphorbia_dracunculoides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,348.47999999999996,544.5,1.3000063346116737,1.2887993834512284,0.050529599999999994,0.06261749999999999,Euphorbia,NA,NA,NA,NA,NA,NA
Euphorbia_granulata,Euphorbiaceae,siddiqi_contribution_1991,Euphorbia granulata,231,202,17.8,16.5,Euphorbia_granulata,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,158.42000000000002,136.125,1.3963861145915046,1.1319020672049918,0.03659502,0.02749725,Euphorbia,NA,NA,NA,NA,NA,NA
